model,task,created,log_file,dimension,construct,accuracy,stderr
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_mcq,2026-07-14T19:22:34+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-22-34-00-00_tom-12dim-mcq_CUK52fxavfbXf3KfP4dNFs.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_mcq,2026-07-14T19:22:34+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-22-34-00-00_tom-12dim-mcq_CUK52fxavfbXf3KfP4dNFs.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_mcq,2026-07-14T19:22:34+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-22-34-00-00_tom-12dim-mcq_CUK52fxavfbXf3KfP4dNFs.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_mcq,2026-07-14T19:22:34+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-22-34-00-00_tom-12dim-mcq_CUK52fxavfbXf3KfP4dNFs.eval,First-Order False Belief,Belief reasoning,1.0,0.0
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_mcq,2026-07-14T19:22:34+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-22-34-00-00_tom-12dim-mcq_CUK52fxavfbXf3KfP4dNFs.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_mcq,2026-07-14T19:22:34+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-22-34-00-00_tom-12dim-mcq_CUK52fxavfbXf3KfP4dNFs.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_mcq,2026-07-14T19:22:34+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-22-34-00-00_tom-12dim-mcq_CUK52fxavfbXf3KfP4dNFs.eval,Irony,Pragmatic understanding,1.0,0.0
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_mcq,2026-07-14T19:22:34+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-22-34-00-00_tom-12dim-mcq_CUK52fxavfbXf3KfP4dNFs.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_mcq,2026-07-14T19:22:34+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-22-34-00-00_tom-12dim-mcq_CUK52fxavfbXf3KfP4dNFs.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_mcq,2026-07-14T19:22:34+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-22-34-00-00_tom-12dim-mcq_CUK52fxavfbXf3KfP4dNFs.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openrouter/qwen/qwen-2.5-72b-instruct,tom_12dim_mcq,2026-07-14T19:22:34+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-22-34-00-00_tom-12dim-mcq_CUK52fxavfbXf3KfP4dNFs.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_mcq,2026-07-14T19:21:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-56-00-00_tom-12dim-mcq_gsrqdaRhYUZ32GyscPV2GM.eval,ALL (overall),ALL (overall),0.8225806451612904,0.03444587215730566
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_mcq,2026-07-14T19:21:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-56-00-00_tom-12dim-mcq_gsrqdaRhYUZ32GyscPV2GM.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_mcq,2026-07-14T19:21:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-56-00-00_tom-12dim-mcq_gsrqdaRhYUZ32GyscPV2GM.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_mcq,2026-07-14T19:21:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-56-00-00_tom-12dim-mcq_gsrqdaRhYUZ32GyscPV2GM.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_mcq,2026-07-14T19:21:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-56-00-00_tom-12dim-mcq_gsrqdaRhYUZ32GyscPV2GM.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_mcq,2026-07-14T19:21:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-56-00-00_tom-12dim-mcq_gsrqdaRhYUZ32GyscPV2GM.eval,First-Order False Belief,Belief reasoning,0.9166666666666666,0.08333333333333333
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_mcq,2026-07-14T19:21:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-56-00-00_tom-12dim-mcq_gsrqdaRhYUZ32GyscPV2GM.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,0.5,0.16666666666666666
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_mcq,2026-07-14T19:21:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-56-00-00_tom-12dim-mcq_gsrqdaRhYUZ32GyscPV2GM.eval,Intention vs. Accident,Desire / intention inference,0.7,0.15275252316519466
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_mcq,2026-07-14T19:21:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-56-00-00_tom-12dim-mcq_gsrqdaRhYUZ32GyscPV2GM.eval,Irony,Pragmatic understanding,0.7,0.15275252316519464
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_mcq,2026-07-14T19:21:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-56-00-00_tom-12dim-mcq_gsrqdaRhYUZ32GyscPV2GM.eval,Knowledge Access / Ignorance,Knowledge access,0.6,0.1632993161855452
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_mcq,2026-07-14T19:21:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-56-00-00_tom-12dim-mcq_gsrqdaRhYUZ32GyscPV2GM.eval,Sarcasm,Pragmatic understanding,0.5,0.16666666666666666
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_mcq,2026-07-14T19:21:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-56-00-00_tom-12dim-mcq_gsrqdaRhYUZ32GyscPV2GM.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openrouter/qwen/qwen-2.5-7b-instruct,tom_12dim_mcq,2026-07-14T19:21:56+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-21-56-00-00_tom-12dim-mcq_gsrqdaRhYUZ32GyscPV2GM.eval,White Lies / Prosocial Deception,Deception,0.9,0.09999999999999999
openrouter/qwen/qwen3-32b,tom_12dim_mcq,2026-07-14T19:36:21+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-21-00-00_tom-12dim-mcq_eAsiJPnVb2eMyNeS8PSZRx.eval,ALL (overall),ALL (overall),1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_mcq,2026-07-14T19:36:21+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-21-00-00_tom-12dim-mcq_eAsiJPnVb2eMyNeS8PSZRx.eval,Diverse Beliefs,Belief reasoning,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_mcq,2026-07-14T19:36:21+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-21-00-00_tom-12dim-mcq_eAsiJPnVb2eMyNeS8PSZRx.eval,Diverse Desires,Desire / intention inference,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_mcq,2026-07-14T19:36:21+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-21-00-00_tom-12dim-mcq_eAsiJPnVb2eMyNeS8PSZRx.eval,Emotion Recognition,Emotion recognition,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_mcq,2026-07-14T19:36:21+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-21-00-00_tom-12dim-mcq_eAsiJPnVb2eMyNeS8PSZRx.eval,Faux Pas Detection,Pragmatic understanding,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_mcq,2026-07-14T19:36:21+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-21-00-00_tom-12dim-mcq_eAsiJPnVb2eMyNeS8PSZRx.eval,First-Order False Belief,Belief reasoning,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_mcq,2026-07-14T19:36:21+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-21-00-00_tom-12dim-mcq_eAsiJPnVb2eMyNeS8PSZRx.eval,Hidden Emotion (Appearance vs. Reality),Emotion recognition,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_mcq,2026-07-14T19:36:21+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-21-00-00_tom-12dim-mcq_eAsiJPnVb2eMyNeS8PSZRx.eval,Intention vs. Accident,Desire / intention inference,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_mcq,2026-07-14T19:36:21+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-21-00-00_tom-12dim-mcq_eAsiJPnVb2eMyNeS8PSZRx.eval,Irony,Pragmatic understanding,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_mcq,2026-07-14T19:36:21+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-21-00-00_tom-12dim-mcq_eAsiJPnVb2eMyNeS8PSZRx.eval,Knowledge Access / Ignorance,Knowledge access,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_mcq,2026-07-14T19:36:21+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-21-00-00_tom-12dim-mcq_eAsiJPnVb2eMyNeS8PSZRx.eval,Sarcasm,Pragmatic understanding,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_mcq,2026-07-14T19:36:21+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-21-00-00_tom-12dim-mcq_eAsiJPnVb2eMyNeS8PSZRx.eval,Second-Order False Belief,Belief reasoning,1.0,0.0
openrouter/qwen/qwen3-32b,tom_12dim_mcq,2026-07-14T19:36:21+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T19-36-21-00-00_tom-12dim-mcq_eAsiJPnVb2eMyNeS8PSZRx.eval,White Lies / Prosocial Deception,Deception,1.0,0.0
